Year,Region,SiteCode,TidalHeight,Blade,Prevalence,LesionArea,BladeArea,BladeAreaLog,Meadow,site_unique_code,Epifauna_large,Ampithoid_large,Lacuna_large,Idoteid_large,Richness_large,Density,CanopyHeight,DensityLog,Latitude,Longitude
2019,AK,B,U,20,1,0.1365938048,41.7,1.6201360549737576,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,U,16,0,0,51.12,1.7085908451503438,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,U,17,0,0,58.59,1.767823498007517,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,U,18,1,0.328630528,47.76,1.6790643181213127,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,U,19,0,0,10.2,1.0086001717619175,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,U,20,1,0.3625003264,22.9388423164,1.360571496028799,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,16,0,0,1.2,0.07918124604762482,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,17,1,0.224899776,7.586780909,0.8800575426924853,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,18,0,0,21.4,1.3304137733491908,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,19,0,0,75.92,1.8803561994192364,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,20,0,0,9.9,0.9956351945975499,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,16,0,0,49.14,1.691435152144062,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,17,0,0,20.55,1.312811826212088,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,18,0,0,29,1.462397997898956,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,19,0,0,55.74,1.7461669643772855,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,20,0,0,26.58,1.4245549766067132,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,16,0,0,43.3,1.6364878963533653,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,17,0,0,62.76,1.797682934914899,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,18,0,0,41.4,1.6170003411208989,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,19,0,0,12.81,1.1075491297446862,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,B,L,20,0,0,10.2,1.0086001717619175,AK_B,AK.B.2019,-0.4037966956525435,-2,-1.0585177786600788,-1.8122817180235788,25,214.83333333333334,0.7422666666666666,2.3321016669697596,55.73959433333333,-133.31216516666666
2019,AK,C,U,16,0,0,6.738184256,0.8285428826127407,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,17,0,0,10.17931263,1.0077184527476173,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,18,0,0,20.8,1.3180633349627615,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,19,0,0,14.72,1.1679078100014801,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,20,1,0.199371584,5.805218726,0.763818587503586,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,16,0,0,8.77486656,0.9432405208419865,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,17,1,3.325496448,12.171374528,1.0853396263991049,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,18,1,2.07274537,20.75,1.3170181010481115,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,19,1,0.1592635584,12.5740008584,1.0994734856625201,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,20,1,1.040058093,7.833972909,0.8939820653619425,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,16,0,0,29.63449157,1.471797480580011,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,17,0,0,17.4,1.2405492482825997,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,18,1,0.039191168,9.667813952,0.9853282842265911,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,19,0,0,22.91119277,1.360047699400873,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,U,20,1,0.322338368,39.550791908,1.5971551836069309,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,16,0,0,8.28,0.9180303367848801,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,17,0,0,31.295,1.495474955889315,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,18,0,0,14.805,1.170408411725318,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,19,0,0,16.4,1.2148438480476977,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,20,1,0.262293184,36.8,1.5658478186735176,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,16,0,0,8.558775808,0.9324116504422033,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,17,0,0,17.24477909,1.2366576353164276,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,18,0,0,29.52,1.470116353151004,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,19,0,0,54.04533978,1.7327582515717217,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,20,1,0.1281443328,62.28,1.7943486038960827,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,16,1,0.477574944,38.45,1.58489634413745,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,17,0,0,19.17,1.2826221128780626,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,18,0,0,27.405,1.4378298064082191,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,19,0,0,22.85,1.3588862044058692,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,C,L,20,0,0,30.085,1.4783500158276746,AK_C,AK.C.2019,-0.3483636623723932,-2,-1.333975545166987,-1.5300235798889943,23,343,0.6308666666666667,2.5352941200427703,55.7073165,-133.34251333333333
2019,AK,D,U,16,1,3.77709376,12.935,1.1117664330525623,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,17,1,1.48135424,14.04,1.1473671077937864,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,18,1,1.045217664,14.05,1.1476763242410988,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,19,0,0,9.405,0.9733587998863976,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,20,1,1.939908883,11.3,1.0530784434834197,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,16,1,2.835247296,28.56,1.4557582031041367,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,17,1,0.75775584,19.3,1.2855573090077739,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,18,1,1.862713069,32.1,1.506505032404872,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,19,1,5.29305488,31.92,1.504062882678692,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,20,0,0,9.555,0.9802306913910317,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,16,1,0.5135121664,21.6,1.334453751150931,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,17,1,0.3974487808,16.64,1.221153321954705,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,18,1,1.341776154,35.64,1.5519376953648372,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,19,1,1.513857741,41.45,1.6175245348862923,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,U,20,1,1.160993408,18.36,1.2638726768652235,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,16,0,0,18.855,1.275426536741639,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,17,0,0,37.26,1.5712428505602238,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,18,0,0,11.55,1.0625819842281632,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,19,0,0,11.76,1.0704073217401198,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,20,0,0,12.2,1.0863598306747482,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,16,0,0,13.635,1.1346551422776487,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,17,0,0,22.8,1.3579348470004537,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
2019,AK,D,L,18,0,0,14,1.146128035678238,AK_D,AK.D.2019,0.20245468757655863,-1.6518995554396954,-0.3548649573404017,-1.1152124516962074,22,134.66666666666666,0.5768833333333333,2.1292601103909425,55.24895733333334,-132.88134416666668
