Year,Region,SiteCode,TidalHeight,Transect,LongestBladeLengthMean,LongestBladeLengthSe,LongestBladeWidthMean,SheathLengthMean,SheathLengthSe,EpiphyteBladeAreaMean,EpiphyteDryMassMean,EpiphytePerAreaMean,EpiphytePerAreaSe,DensityShootsMean,DensityShootsSd,DensityShootsSe,PercentSeagrassMean,PercentBareMean,PercentOtherMean,PrevalenceMean,SeverityMean,LesionAreaMean,CountBlades,Percent,CountBrokenTip,BladeAreaMean,Meadow,TempAnomTot_January,TempAnomTot_February,TempAnomTot_March,TempAnomTot_April,TempAnomTot_May,TempAnomTot_June,TempAnomTot_July,TempAnomTot_August,TempAnomTot_September,TempAnomWarm_January,TempAnomWarm_February,TempAnomWarm_March,TempAnomWarm_April,TempAnomWarm_May,TempAnomWarm_June,TempAnomWarm_July,TempAnomWarm_August,TempAnomWarm_September,TempAnomCold_January,TempAnomCold_February,TempAnomCold_March,TempAnomCold_April,TempAnomCold_May,TempAnomCold_June,TempAnomCold_July,TempAnomCold_August,TempAnomCold_September,transect_unique_code,year,region,site_unique_code,epifauna_per_g_transect_all,epifauna_per_g_transect_large,ampithoid_per_g_transect_all,ampithoid_per_g_transect_large,lacuna_per_g_transect_all,lacuna_per_g_transect_large,idoteid_per_g_transect_all,idoteid_per_g_transect_large,epifauna_log_per_g_transect_all,epifauna_log_per_g_transect_large,ampithoid_log_per_g_transect_all,ampithoid_log_per_g_transect_large,lacuna_log_per_g_transect_all,lacuna_log_per_g_transect_large,idoteid_log_per_g_transect_all,idoteid_log_per_g_transect_large,richness_site_all,richness_site_large,GrazingScarsMeanTransect,CountScars,SampleCollectionDate,LocationName,SampleProcessingDate,Depth,Salinity,LocationComments,TransectBeginDecimalLatitude,TransectBeginDecimalLongitude,TransectEndDecimalLatitude,TransectEndDecimalLongitude,CanopyHeight,Structure,StructureLog,EpiphytePerAreaMeanMg,DensityLog
2019,WA,B,L,5,1006.6,147.243200182555,8.2,180.3,37.8251239257719,47.30181257572,0.17596,0.00716713980846132,0.00358536715692807,73,22,5.5,0.85,0.025,0.15,0.5,0.0285474129589801,1.08368703138,20,1,9,66.05471725123,WA_B,18.121328282828262,1.8545555555555395,-0.15224242424245735,5.999818181818158,9.786505050504978,17.329575757575505,4.082484848485102,10.2951212121215,1.7886060606061012,18.121328282828262,3.2299999999999907,3.605141414141401,6.5753131313131075,10.745111111111068,17.422090909090702,9.2019191919192,11.0467878787882,7.039272727272699,0,-1.375444444444451,-3.7573838383838583,-0.5754949494949493,-0.9586060606060904,-0.09251515151519918,-5.119434343434099,-0.7516666666667007,-5.250666666666598,WA.B.L5.2019,2019,WA,WA.B.2019,0.2776007357341289,0.25811705331815227,0.02320113840252428,0.02320113840252428,0.02520926680967116,0.02520926680967116,0.00773371280084142,0.00773371280084142,-0.5417745291531235,-0.5717460190886046,-1.6243516821935144,-1.6243516821935144,-1.4591625296867958,-1.4591625296867958,-1.7970074769389002,-1.7970074769389002,31,28,0.8,5,2019-07-15,False Bay,2019-07-15,NA,NA,NA,48.482775,-123.074129,NA,NA,1186.9,866.4370000000001,2.9377369899615915,7.16713980846132,1.863322860120456
2019,WA,B,L,6,793.2,141.732635620735,7.9,158.2,31.1245883506915,44.87441230708,0.30098,0.00662848857388137,0.00406996907611205,67,26.6082693913001,6.65206734782504,0.5375,0.1125,0.375,0.55,0.0382005525446929,1.42134860671,20,1,5,58.11495605471,WA_B,18.121328282828262,1.8545555555555395,-0.15224242424245735,5.999818181818158,9.786505050504978,17.329575757575505,4.082484848485102,10.2951212121215,1.7886060606061012,18.121328282828262,3.2299999999999907,3.605141414141401,6.5753131313131075,10.745111111111068,17.422090909090702,9.2019191919192,11.0467878787882,7.039272727272699,0,-1.375444444444451,-3.7573838383838583,-0.5754949494949493,-0.9586060606060904,-0.09251515151519918,-5.119434343434099,-0.7516666666667007,-5.250666666666598,WA.B.L6.2019,2019,WA,WA.B.2019,0.610866855182835,0.5754020927164479,0.01977326420080064,0.01569149826558643,0.14938701626070633,0.14938701626070633,0.00752796639515801,0.00752796639515801,-0.26149310796647224,-0.29759532642086955,-1.531694365194118,-1.5903434998255466,-0.7992009499447259,-0.7992009499447259,-1.8005447122830187,-1.8005447122830187,31,28,0.8,5,2019-07-15,False Bay,2019-07-15,NA,NA,NA,48.482822,-123.073933,NA,NA,951.4000000000001,637.4380000000001,2.8044379497847096,6.62848857388137,1.8260748027008264
2019,WA,B,U,1,824,74.8445054763541,7.9,176,20.7677634809336,48.16591670792,0.35008,0.00903138317384562,0.00777849321876483,42,39.5305788809963,9.88264472024906,0.225,0,1,0.75,0.0483024240733599,1.60663204454,20,1,7,44.92176979934,WA_B,18.121328282828262,1.8545555555555395,-0.15224242424245735,5.999818181818158,9.786505050504978,17.329575757575505,4.082484848485102,10.2951212121215,1.7886060606061012,18.121328282828262,3.2299999999999907,3.605141414141401,6.5753131313131075,10.745111111111068,17.422090909090702,9.2019191919192,11.0467878787882,7.039272727272699,0,-1.375444444444451,-3.7573838383838583,-0.5754949494949493,-0.9586060606060904,-0.09251515151519918,-5.119434343434099,-0.7516666666667007,-5.250666666666598,WA.B.U1.2019,2019,WA,WA.B.2019,0.3694531641664103,0.30288842501872043,0.01338839541646437,0.01338839541646437,0.09965848975421876,0.09650000986741868,0,0,-0.42122253214949734,-0.5049833482996791,-1.6312256565734171,-1.6312256565734171,-0.9610393989227808,-0.973050797736666,-2,-2,31,28,0.2,5,2019-07-15,False Bay,2019-07-15,NA,36.5,These are the original FB coordinates taken with phones in the field. New coordinates taken with the Harvell GPS are still on the GPS!! including endpoints for all transects,48.482656,-123.074413,NA,NA,1000,420,2.6232492903979003,9.03138317384562,1.6232492903979006
2019,WA,B,U,2,848.4,84.9291469402584,8.1,138.8,12.6388290596875,38.1237300212,0.05124,0.0013227598717053,3.6995101326698e-4,47,11.0151410945722,2.75378527364305,0.6125,0,0.7125,0.55,0.0536257738245977,1.0666604464,20,1,8,42.451027332,WA_B,18.121328282828262,1.8545555555555395,-0.15224242424245735,5.999818181818158,9.786505050504978,17.329575757575505,4.082484848485102,10.2951212121215,1.7886060606061012,18.121328282828262,3.2299999999999907,3.605141414141401,6.5753131313131075,10.745111111111068,17.422090909090702,9.2019191919192,11.0467878787882,7.039272727272699,0,-1.375444444444451,-3.7573838383838583,-0.5754949494949493,-0.9586060606060904,-0.09251515151519918,-5.119434343434099,-0.7516666666667007,-5.250666666666598,WA.B.U2.2019,2019,WA,WA.B.2019,0.8485279675113271,0.7270479290888023,0.04014693848638592,0.04014693848638592,0.3747776998594288,0.3747776998594288,0.00440303633385582,0.00440303633385582,-0.08058228109884877,-0.15532900968631774,-1.3141251758828707,-1.3141251758828707,-0.7809463501578576,-0.7809463501578576,-1.862850945043097,-1.862850945043097,31,28,0,5,2019-07-15,False Bay,2019-07-15,NA,36.5,NA,48.482796,-123.074281,NA,NA,987.2,463.984,2.666503004624884,1.3227598717053,1.6720978579357175
2019,WA,B,U,3,763.4,113.274268922823,7.8,174.8,28.3238415473608,49.6796306292,1.06166,0.0471552724560523,0.0304226342851437,94,19.1833260932509,4.79583152331272,0.85,0,0.2875,0.45,0.062647878498136,1.72947747962,20,1,8,56.59842234852,WA_B,18.121328282828262,1.8545555555555395,-0.15224242424245735,5.999818181818158,9.786505050504978,17.329575757575505,4.082484848485102,10.2951212121215,1.7886060606061012,18.121328282828262,3.2299999999999907,3.605141414141401,6.5753131313131075,10.745111111111068,17.422090909090702,9.2019191919192,11.0467878787882,7.039272727272699,0,-1.375444444444451,-3.7573838383838583,-0.5754949494949493,-0.9586060606060904,-0.09251515151519918,-5.119434343434099,-0.7516666666667007,-5.250666666666598,WA.B.U3.2019,2019,WA,WA.B.2019,0.913294255042659,0.7931701395034045,0.01052930832973582,0.01052930832973582,0.05631470198570743,0.05631470198570743,0.00526465416486791,0.00526465416486791,-0.2196916507629963,-0.27919304923718447,-1.7539089457547454,-1.7539089457547454,-1.1881187437684613,-1.1881187437684613,-1.843812841282539,-1.843812841282539,31,28,0.6,5,2019-07-15,False Bay,2019-07-15,NA,36.5,NA,48.483866,-123.073905,NA,NA,938.2,881.908,2.945423282210838,47.155272456052295,1.9731278535996986
2019,WA,C,L,4,778.5,103.051120000383,6.875,176.5,18.3793362230522,35.65439879625,0.03555,0.00107131403424293,1.854447966475e-4,27,19.9666388424959,4.99165971062398,NA,NA,NA,1,0.260066608861008,9.08990980731579,19,0.95,16,34.3279915978421,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.L4.2019,2019,WA,WA.C.2019,5.912844187995548,5.242178522158603,0.09093439507847426,0.08293029698024798,4.674785323495334,4.061593002344964,0,0,0.7654293101113332,0.7168425479604892,-0.9985049826916916,-1.0410130486905254,0.6689656555776566,0.6097626211533911,-2,-2,25,21,0.8,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,NA,48.692011,-122.952169,NA,NA,955,257.85,2.4113671357427338,1.07131403424293,1.4313637641589874
2019,WA,C,L,5,745.6,35.8156390421838,7.4,175.6,20.2746146695813,35.6291726294,0.0426999999999999,0.00125091407325964,3.4900900190365e-4,30,8.32666399786453,2.08166599946613,NA,NA,NA,1,0.258105506848784,10.3236997221,20,1,13,39.59115971285,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.L5.2019,2019,WA,WA.C.2019,8.101593370157383,7.586863907732388,0.03164556962025316,0.03164556962025316,6.341606840986511,5.9893054009132545,0.01582278481012658,0.01582278481012658,0.8907440393535511,0.8594097764492454,-1.567474263781503,-1.567474263781503,0.7791325591124234,0.7537565398841597,-1.6902155966702337,-1.6902155966702337,25,21,0.8,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,NA,48.69188,-122.952466,NA,NA,921.2,276.36,2.441475184011856,1.25091407325964,1.4771212547196624
2019,WA,C,L,6,998.2,107.79953617711,7.8,216.6,19.6331352564994,55.9827893234,0.06168,0.00115572352186839,1.4430914837738e-4,41,3.82970843102535,0.957427107756338,NA,NA,NA,0.95,0.145285746884814,5.94639771849,20,1,14,41.27390172519,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.L6.2019,2019,WA,WA.C.2019,5.910957197314046,5.415567504006818,0.04625346901017576,0.04625346901017576,4.509517982907706,4.294891859894993,0,0,0.7657578220763799,0.7274292740202366,-1.4946233695383488,-1.4946233695383488,0.6549494441391615,0.6335312429543458,-2,-2,25,21,1,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,NA,48.691775,-122.952737,NA,NA,1214.8,498.068,2.6972886399659632,1.1557235218683901,1.6127838567197355
2019,WA,C,U,1,614,57.5195618898475,5.4,111,13.996428115773,25.564499561,0.07504,0.00336281492505596,4.8034631842765e-4,18,6.92820323027551,1.73205080756888,NA,NA,NA,1,0.51632556472543,14.63230482055,20,1,20,28.4819422411,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.U1.2019,2019,WA,WA.C.2019,8.682644032395388,8.3554978128325,0.01948406203725352,0.01948406203725352,7.527612406851567,7.248155633614208,0,0,0.9390507410200024,0.9224367107071864,-1.655043266550163,-1.655043266550163,0.8765524743736419,0.8600678857519197,-2,-2,25,21,1,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,Beach Haven coordinates are also updated slightly from the June drone mapping coordinates,48.691983,-122.952152,48.691878,-122.95237,725,130.5,2.1156105116742996,3.36281492505596,1.255272505103306
2019,WA,C,U,2,534,72.4292758489273,5.9,119.8,18.3586491877807,28.040371038,0.0759999999999999,0.00296346302586582,4.4205113423133e-4,19,6,1.5,NA,NA,NA,1,0.354576379163681,9.91789585145,20,1,17,27.4593089386,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.U2.2019,2019,WA,WA.C.2019,10.109062459156352,9.116501569586717,0.09341254717333632,0.09341254717333632,7.859997658399472,7.110309391480513,0,0,1.0021916290494608,0.9581949695685292,-1.3529597658550012,-1.3529597658550012,0.8919212351656995,0.847859154692019,-2,-2,25,21,1,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,NA,48.691851,-122.952432,48.691772,-122.952669,653.8,124.222,2.0941985171971793,2.9634630258658197,1.2787536009528289
2019,WA,C,U,3,721.6,70.2079767547819,5.9,176.6,19.1222383627022,31.8589714812,0.03722,0.0015564606592515,6.7312634580918e-4,29,11.9443152447793,2.98607881119482,NA,NA,NA,1,0.286366075617138,10.56960452595,20,1,12,35.05797124245,WA_C,13.789484848484848,2.0461111111111023,-2.5015656565656705,10.051333333333332,12.838181818181647,23.09486868686851,5.607989898989997,13.004020202020502,-0.23722222222239964,14.205111111111108,3.9885555555555503,3.055898989898989,10.649242424242424,13.795595959595948,23.252676767676604,14.7167373737373,13.7660202020204,7.3448080808081,-0.4156262626262608,-1.9424444444444484,-5.557464646464659,-0.5979090909090914,-0.9574141414143008,-0.15780808080809905,-9.108747474747302,-0.7619999999998992,-7.5820303030305,WA.C.U3.2019,2019,WA,WA.C.2019,7.954865668291186,7.479315339866329,0.03706174486694834,0.03706174486694834,7.38509788898759,6.946609305429682,0,0,0.8831635543618616,0.858473462337422,-1.5375413597859002,-1.5375413597859002,0.8474427235918516,0.8240466720850486,-2,-2,25,21,0.8,5,2019-07-18,Beach Haven,2019-07-18,NA,NA,NA,48.691751,-122.952724,NA,NA,898.2,260.478,2.4157710486256523,1.5564606592515,1.462397997898956
2019,WA,D,L,4,725.6,142.407724509593,5.6,145.4,27.0603030286063,31.8016965948,0.0941,0.0036908426230378,0.0011810230188164,92,33.466401061363,8.36660026534076,0.7,0.275,0.0375,0.894736842105263,0.0938591186763883,3.55883055711579,19,0.95,14,37.7416582264737,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.L4.2019,2019,WA,WA.D.2019,2.2399205902622716,1.9750528900369784,0.01286074386542517,0.01286074386542517,1.2170270996138632,1.1052902475120585,0.01647935137272996,0.01647935137272996,0.3207927549578058,0.26644661157835803,-1.7235352309409615,-1.7235352309409615,0.04997146380994916,0.01572592867071112,-1.6834744209051211,-1.6834744209051211,24,21,1,5,2019-07-29,North Cove,2019-07-29,NA,28,NA,48.704823,-123.05377,48.704737,-123.054007,871,801.32,2.9038059823532185,3.6908426230378,1.9637878273455553
2019,WA,D,L,5,762.2,70.1857535401594,5.8,130,23.8012604708238,36.5170811044,0.0774,0.00225876332151666,4.9209543858944e-4,95,29.0975371237269,7.27438428093173,0.5125,0.225,0.3,0.666666666666667,0.0548252908254697,1.26208573331429,21,1.05,14,31.9851933717143,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.L5.2019,2019,WA,WA.D.2019,1.8094977132214551,1.6363713907562996,0.12539148309386905,0.11874219323802564,0.9224394985241056,0.8264361111446471,0.00332464492792169,0.00332464492792169,0.22597995209402605,0.18991094147559576,-0.958354595436416,-1.01657658306819,-0.05051125249912279,-0.08967060977433072,-1.8893021428886152,-1.8893021428886152,24,21,1,5,2019-07-29,North Cove,2019-07-29,NA,29,NA,48.70471,-123.054053,48.704601,-123.05429,892.2,847.59,2.9281858241944456,2.25876332151666,1.9777236052888478
2019,WA,D,L,6,762.4,47.4021096576935,6,154.8,11.8380741677014,27.47269955344,0.11642,0.0050005031306575,0.00142861023545489,103,32.2283519073915,8.05708797684788,0.45,0.1,0.5,0.95,0.0396872182650606,1.41474183888,20,1,10,35.08060414188,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.L6.2019,2019,WA,WA.D.2019,7.856157921474708,6.7131141592278105,0.03628710356339357,0.03628710356339357,4.753610566804558,4.06415559910008,0.03628710356339357,0.03628710356339357,0.8957626610842265,0.8275704856860442,-1.3345399945421317,-1.3345399945421317,0.6779362499557987,0.6100376114437521,-1.3345399945421317,-1.3345399945421317,24,21,1,5,2019-07-29,North Cove,2019-07-29,NA,29,NA,48.704541,-123.054377,48.704459,-123.054622,917.2,944.716,2.9753012707630733,5.0005031306575,2.012837224705172
2019,WA,D,U,1,639.6,51.885065288578,6,132.6,6.38435587980495,26.90750178576,0.0520600000000001,0.00203932959170865,3.7340945711887e-4,83,21.007935008785,5.25198375219624,0.75,0.1,0.3,0.928571428571429,0.100654415705619,2.4466306533,14,0.7,7,25.0127921855143,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.U1.2019,2019,WA,WA.D.2019,2.4839023308919588,2.0989280988437495,0.0344307294268624,0.0344307294268624,1.862245909740044,1.6139113661782016,0.02711129185305679,0.02711129185305679,0.39613503762663294,0.3225019378958059,-1.35829108593416,-1.35829108593416,0.27174237501433807,0.2105453759745547,-1.5961561132687772,-1.5961561132687772,24,21,0.6,5,2019-07-29,North Cove,2019-07-29,NA,27,NA,48.704809,-123.053744,48.704719,-123.053966,772.2,640.926,2.806807889664104,2.03932959170865,1.919078092376074
2019,WA,D,U,2,565.2,42.4763463588854,5.4,106.4,19.6407739155055,19.30164512588,0.0201200000000001,0.00101315911852625,2.2770432929116e-4,89,11.0151410945722,2.75378527364305,0.6,0.4,0.1,0.9,0.0624636752647217,1.64294679645,20,1,9,25.24920353745,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.U2.2019,2019,WA,WA.D.2019,3.053676340742246,2.5123416363855395,0,0,2.6822876313249253,2.191310901409751,0,0,0.48071771239666927,0.3946491058175004,-2,-2,0.4276888593517263,0.33903302974119665,-2,-2,24,21,0.8,5,2019-07-29,North Cove,2019-07-29,NA,29,NA,48.704672,-123.054033,48.704603,-123.054281,671.6,597.724,2.776500694110924,1.01315911852625,1.9493900066449128
2019,WA,D,U,3,582.8,54.9266783994809,5.6,282.4,94.8428173347882,25.7389011728,0.07264,0.00314663339016409,0.0011214786731942,76,21.9089023002066,5.47722557505166,0.7375,0.25,0.1,0.947368421052632,0.113864082083926,2.37955960692632,19,0.95,8,22.9075738336,WA_D,15.445176767676744,2.525363636363621,-3.322272727272761,8.577686868686882,10.283242424242257,23.979979797979492,4.543606060606004,14.061434343434303,2.084111111110902,15.821732323232316,4.287242424242421,2.0509393939393794,9.39048484848484,11.57209090909066,24.198040404040093,14.0548989898991,14.948545454545403,8.813383838383801,-0.3765555555555702,-1.7618787878787998,-5.37321212121214,-0.8127979797979581,-1.288848484848403,-0.21806060606060207,-9.511292929293097,-0.8871111111110981,-6.7292727272729,WA.D.U3.2019,2019,WA,WA.D.2019,3.056621528344121,2.842934916284322,0.08667861267590854,0.08667861267590854,2.22735494058277,2.0477778040512846,0,0,0.46573811710039,0.4343518117274825,-1.0488974133764315,-1.0488974133764315,0.34031858164306394,0.3053183301262171,-2,-2,24,21,0.8,5,2019-07-29,North Cove,2019-07-29,NA,29,NC U3 and L6 0 m points are way off - need to collect better points!,48.704552,-123.054347,48.704437,-123.054584,865.1999999999999,657.5519999999999,2.817930103047845,3.14663339016409,1.8808135922807914
2019,WA,E,L,4,1309.2,105.307834466387,10.7,273.6,14.9485785277397,93.2191953452,0.08274,9.0607121114759e-4,1.2501478421837e-4,27,29.6423121005543,7.41057802513857,0.1875,0.625,0.2125,0.3,0.0224258505305965,0.6972432384,20,1,0,98.7407257481,WA_E,16.601969696969665,-0.2424343434343399,-3.4919393939394228,9.193393939393946,11.824858585858792,20.0878585858586,5.935929292929199,10.399878787878698,0.324191919191799,16.611494949494926,2.707232323232329,2.1338383838383885,9.242727272727276,12.56692929292949,20.2823737373737,12.741161616161598,11.524090909090896,5.9363636363636,-0.00952525252525937,-2.949666666666669,-5.625777777777811,-0.04933333333332967,-0.7420707070706989,-0.1945151515151,-6.805232323232399,-1.1242121212121976,-5.612171717171801,WA.E.L4.2019,2019,WA,WA.E.2019,2.3992815231317977,1.9722780217709637,0.01612383102225088,0.01612383102225088,0.4889301333154303,0.44091447935658035,0.12242990747758108,0.11179929983204806,0.3690482531417778,0.284448166213531,-1.687098659798162,-1.687098659798162,-0.30235784323658843,-0.3459389679135115,-1.013324224906704,-1.03512183164673,16,14,0.4,5,2019-07-30,Indian Cove,2019-07-30,NA,34,NA,48.563311,-122.935871,48.563385,-122.935625,1582.8000000000002,427.35600000000005,2.6307898057529773,0.90607121114759,1.4313637641589874
2019,WA,E,L,5,1220.2,120.722574525231,10,255,7.92464510246358,88.53484762392,0.14344,0.00186887053701646,5.3520257456427e-4,25,10.5198225587063,2.62995563967658,0.4,0.55,0.05,0.75,0.0093429038880495,0.74652972764,20,1,1,97.77485492214,WA_E,16.601969696969665,-0.2424343434343399,-3.4919393939394228,9.193393939393946,11.824858585858792,20.0878585858586,5.935929292929199,10.399878787878698,0.324191919191799,16.611494949494926,2.707232323232329,2.1338383838383885,9.242727272727276,12.56692929292949,20.2823737373737,12.741161616161598,11.524090909090896,5.9363636363636,-0.00952525252525937,-2.949666666666669,-5.625777777777811,-0.04933333333332967,-0.7420707070706989,-0.1945151515151,-6.805232323232399,-1.1242121212121976,-5.612171717171801,WA.E.L5.2019,2019,WA,WA.E.2019,1.8121852851288185,1.6608375601603478,0.06543294134260538,0.06543294134260538,0.5250131709747652,0.5004660899388038,0.16087219418804558,0.13632511315208415,0.24422089722155305,0.20747669233000873,-1.2107081431915938,-1.2107081431915938,-0.2776289900529688,-0.29822155808248313,-0.828131383733054,-0.9158870286548572,16,14,1,5,2019-07-30,Indian Cove,2019-07-30,NA,33,NA,48.563396,-122.935541,48.563445,-122.935292,1475.2,368.8,2.5667909123815917,1.86887053701646,1.3979400086720377
2019,WA,E,L,6,1122.5,80.5468807589717,8.75,213.75,17.4523159876657,82.97642899,0.10414,0.00131191949580368,2.0666337724821e-4,42,10.5830052442584,2.64575131106459,0.575,0.425,0,0.65,0.0413283456501282,2.2988163861,20,1,5,91.4188933062,WA_E,16.601969696969665,-0.2424343434343399,-3.4919393939394228,9.193393939393946,11.824858585858792,20.0878585858586,5.935929292929199,10.399878787878698,0.324191919191799,16.611494949494926,2.707232323232329,2.1338383838383885,9.242727272727276,12.56692929292949,20.2823737373737,12.741161616161598,11.524090909090896,5.9363636363636,-0.00952525252525937,-2.949666666666669,-5.625777777777811,-0.04933333333332967,-0.7420707070706989,-0.1945151515151,-6.805232323232399,-1.1242121212121976,-5.612171717171801,WA.E.L6.2019,2019,WA,WA.E.2019,2.970127235050146,2.324273781906995,0.12140261609144104,0.06697294829384684,0.5664700894462255,0.4714309980910648,0.13784322036560565,0.12444863070683627,0.4428055923460219,0.35525649676363924,-0.9762524475202976,-1.1353731715310285,-0.2608276762176845,-0.32536785708275945,-0.8367283354839112,-0.8766514861722066,16,14,0.8,5,2019-07-30,Indian Cove,2019-07-30,NA,34,NA,48.563442,-122.93523,48.5635,-122.934959,1336.25,561.225,2.749137008614735,1.31191949580368,1.6232492903979006
